Group,Subject,Target,File,fs,thr,active_ratio,active_seconds
Stroke,11,3,Target 3.csv,1923.0769230774633,1.4828911267905694e-07,0.976551648007948,55.202159999984495
Stroke,11,4,Target 4.csv,1923.0769230774633,1.5457920179477833e-06,0.9760824969873145,55.1756399999845
Stroke,11,4,Target 4.csv,1923.0769230774633,1.5457920179477833e-06,0.9760824969873145,55.1756399999845
Stroke,11,5,Target 5.csv,1923.0769230774633,1.117546587512679e-06,0.9766988326418722,55.21047999998449
Stroke,11,5,Target 5.csv,1923.0769230774633,1.117546587512679e-06,0.9766988326418722,55.21047999998449
Stroke,11,6,Target 6.csv,1923.0769230774633,1.426448356608173e-07,0.9770483961474422,55.230239999984484
Stroke,11,6,Target 6.csv,1923.0769230774633,1.426448356608173e-07,0.9770483961474422,55.230239999984484
Stroke,11,7,Target 7.csv,1923.0769230774633,8.805904360182632e-07,0.9760089046703524,55.1714799999845
Stroke,11,7,Target 7.csv,1923.0769230774633,8.805904360182632e-07,0.9760089046703524,55.1714799999845
Stroke,11,8,Target 8.csv,1923.0769230774633,4.334879351371913e-07,0.9783638588131399,55.30459999998446
Stroke,11,8,Target 8.csv,1923.0769230774633,4.334879351371913e-07,0.9783638588131399,55.30459999998446
Stroke,11,9,Target 9.csv,1923.0769230774633,2.4970844554585376e-07,0.9762664777797198,55.186039999984494
Stroke,11,9,Target 9.csv,1923.0769230774633,2.4970844554585376e-07,0.9762664777797198,55.186039999984494
Stroke,12,1,Target 1.csv,1923.0769230774633,9.828721118887596e-07,0.977425556771873,55.25155999998448
Stroke,12,1,Target 1.csv,1923.0769230774633,9.828721118887596e-07,0.977425556771873,55.25155999998448
Stroke,12,2,Target 2.csv,1923.0769230774633,2.0672655231398884e-06,0.9759445113930105,55.1678399999845
Stroke,12,2,Target 2.csv,1923.0769230774633,2.0672655231398884e-06,0.9759445113930105,55.1678399999845
Stroke,12,3,Target 3.csv,1923.0769230774633,7.760719965247789e-08,0.9780142953075699,55.28483999998447
Stroke,12,3,Target 3.csv,1923.0769230774633,7.760719965247789e-08,0.9780142953075699,55.28483999998447
Stroke,12,4,Target 4.csv,1923.0769230774633,3.351459420211822e-07,0.9783914559320007,55.306159999984466
Stroke,12,4,Target 4.csv,1923.0769230774633,3.351459420211822e-07,0.9783914559320007,55.306159999984466
Stroke,12,5,Target 5.csv,1923.0769230774633,2.5061405601885e-07,0.9772783721379488,55.24323999998448
Stroke,12,5,Target 5.csv,1923.0769230774633,2.5061405601885e-07,0.9772783721379488,55.24323999998448
Stroke,12,6,Target 6.csv,1923.0769230774633,1.7686826865205695e-06,0.9769840028701003,55.22659999998449
Stroke,12,6,Target 6.csv,1923.0769230774633,1.7686826865205695e-06,0.9769840028701003,55.22659999998449
Stroke,12,7,Target 7.csv,1923.0769230774633,2.689895536204481e-07,0.9765056528098467,55.199559999984494
Stroke,12,7,Target 7.csv,1923.0769230774633,2.689895536204481e-07,0.9765056528098467,55.199559999984494
Stroke,12,8,Target 8.csv,1923.0769230774633,2.947967320150623e-07,0.9772139788606069,55.239599999984485
Stroke,12,8,Target 8.csv,1923.0769230774633,2.947967320150623e-07,0.9772139788606069,55.239599999984485
Stroke,12,9,Target 9.csv,1923.0769230774633,1.1990042067335054e-06,0.9773795615737717,55.24895999998448
Stroke,12,9,Target 9.csv,1923.0769230774633,1.1990042067335054e-06,0.9773795615737717,55.24895999998448
Stroke,13,1,Target 1.csv,1923.0769230774633,1.522395622809999e-07,0.9768276191965559,55.21775999998449
Stroke,13,1,Target 1.csv,1923.0769230774633,1.522395622809999e-07,0.9768276191965559,55.21775999998449
Stroke,13,2,Target 2.csv,1923.0769230774633,1.3543930395379957e-06,0.9770851923059233,55.23231999998448
Stroke,13,2,Target 2.csv,1923.0769230774633,1.3543930395379957e-06,0.9770851923059233,55.23231999998448
Stroke,13,3,Target 3.csv,1923.0769230774633,3.3426879938702066e-07,0.9774623529303541,55.25363999998448
Stroke,13,3,Target 3.csv,1923.0769230774633,3.3426879938702066e-07,0.9774623529303541,55.25363999998448
Stroke,13,4,Target 4.csv,1923.0769230774633,7.129047859694532e-08,0.9784926453678237,55.31187999998446
Stroke,13,4,Target 4.csv,1923.0769230774633,7.129047859694532e-08,0.9784926453678237,55.31187999998446
Stroke,13,5,Target 5.csv,1923.0769230774633,1.55928029461183e-07,0.9765240508890872,55.20059999998449
Stroke,13,5,Target 5.csv,1923.0769230774633,1.55928029461183e-07,0.9765240508890872,55.20059999998449
Stroke,13,6,Target 6.csv,1923.0769230774633,8.898378888999406e-07,0.9771587846228854,55.23647999998448
Stroke,13,6,Target 6.csv,1923.0769230774633,8.898378888999406e-07,0.9771587846228854,55.23647999998448
Stroke,2,1,Target 1.csv,1923.0769230774633,1.7639964866833974e-07,0.976202084502378,55.1823999999845
Stroke,2,1,Target 1.csv,1923.0769230774633,1.7639964866833974e-07,0.976202084502378,55.1823999999845
Stroke,2,2,Target 2.csv,1923.0769230774633,9.221954046905958e-07,0.9778671106736456,55.27651999998447
Stroke,2,2,Target 2.csv,1923.0769230774633,9.221954046905958e-07,0.9778671106736456,55.27651999998447
Stroke,2,3,Target 3.csv,1923.0769230774633,1.4262678372696788e-07,0.9782534703376967,55.29835999998446
Stroke,2,3,Target 3.csv,1923.0769230774633,1.4262678372696788e-07,0.9782534703376967,55.29835999998446
Stroke,2,4,Target 4.csv,1923.0769230774633,3.2040260580016737e-07,0.9784190530508615,55.307719999984464
Stroke,2,4,Target 4.csv,1923.0769230774633,3.2040260580016737e-07,0.9784190530508615,55.307719999984464
Stroke,2,5,Target 5.csv,1923.0769230774633,7.44526088012731e-08,0.9770207990285814,55.228679999984486
Stroke,2,5,Target 5.csv,1923.0769230774633,7.44526088012731e-08,0.9770207990285814,55.228679999984486
Stroke,2,6,Target 6.csv,1923.0769230774633,1.8173669247621778e-07,0.9765700460871884,55.20319999998449
Stroke,2,6,Target 6.csv,1923.0769230774633,1.8173669247621778e-07,0.9765700460871884,55.20319999998449
Stroke,2,7,Target 7.csv,1923.0769230774633,2.016215687826537e-06,0.9764596576117454,55.19695999998449
Stroke,2,7,Target 7.csv,1923.0769230774633,2.016215687826537e-06,0.9764596576117454,55.19695999998449
Stroke,2,8,Target 8.csv,1923.0769230774633,7.74366045942438e-08,0.9777567221982025,55.270279999984474
Stroke,2,8,Target 8.csv,1923.0769230774633,7.74366045942438e-08,0.9777567221982025,55.270279999984474
Stroke,2,9,Target 9.csv,1923.0769230774633,1.6570298223588427e-06,0.977949902030228,55.28119999998447
Stroke,2,9,Target 9.csv,1923.0769230774633,1.6570298223588427e-06,0.977949902030228,55.28119999998447
Stroke,3,1,Target 1.csv,1923.0769230774633,2.7148149645969385e-07,0.9760457008288335,55.1735599999845
Stroke,3,1,Target 1.csv,1923.0769230774633,2.7148149645969385e-07,0.9760457008288335,55.1735599999845
Stroke,3,2,Target 2.csv,1923.0769230774633,5.075771024736394e-06,0.27280815118652957,15.148119999995744
Stroke,3,2,Target 2.csv,1923.0769230774633,5.075771024736394e-06,0.27280815118652957,15.148119999995744
Stroke,3,3,Target 3.csv,1923.0769230774633,6.837613794605566e-08,0.976588444166429,55.204239999984495
Stroke,3,3,Target 3.csv,1923.0769230774633,6.837613794605566e-08,0.976588444166429,55.204239999984495
Stroke,3,4,Target 4.csv,1923.0769230774633,1.0729796663878603e-06,0.9771311875040246,55.234919999984484
Stroke,3,4,Target 4.csv,1923.0769230774633,1.0729796663878603e-06,0.9771311875040246,55.234919999984484
Stroke,3,5,Target 5.csv,1923.0769230774633,1.0707749407606775e-07,0.9779223049113672,55.27963999998447
Stroke,3,5,Target 5.csv,1923.0769230774633,1.0707749407606775e-07,0.9779223049113672,55.27963999998447
Stroke,3,6,Target 6.csv,1923.0769230774633,6.685637323386891e-08,0.9789801944676976,55.33943999998446
Stroke,3,6,Target 6.csv,1923.0769230774633,6.685637323386891e-08,0.9789801944676976,55.33943999998446
Stroke,4,1,Target 1.csv,1923.0769230774633,7.290974327366663e-08,0.9768368182361762,55.21827999998449
Stroke,4,1,Target 1.csv,1923.0769230774633,7.290974327366663e-08,0.9768368182361762,55.21827999998449
Stroke,4,2,Target 2.csv,1923.0769230774633,1.6797283787507562e-06,0.9779591010698483,55.28171999998447
Stroke,4,2,Target 2.csv,1923.0769230774633,1.6797283787507562e-06,0.9779591010698483,55.28171999998447
Stroke,4,3,Target 3.csv,1923.0769230774633,9.973917781383362e-07,0.9762204825816185,55.1834399999845
Stroke,4,3,Target 3.csv,1923.0769230774633,9.973917781383362e-07,0.9762204825816185,55.1834399999845
Stroke,4,4,Target 4.csv,1923.0769230774633,1.7200973114289247e-06,0.9757881277194661,55.1589999999845
Stroke,4,4,Target 4.csv,1923.0769230774633,1.7200973114289247e-06,0.9757881277194661,55.1589999999845
Stroke,4,5,Target 5.csv,1923.0769230774633,3.222228877889973e-07,0.9762480797004792,55.1849999999845
Stroke,4,5,Target 5.csv,1923.0769230774633,3.222228877889973e-07,0.9762480797004792,55.1849999999845
Stroke,4,6,Target 6.csv,1923.0769230774633,8.568025553374958e-07,0.9755121565308582,55.14339999998451
Stroke,4,6,Target 6.csv,1923.0769230774633,8.568025553374958e-07,0.9755121565308582,55.14339999998451
Stroke,4,7,Target 7.csv,1923.0769230774633,2.780043705212415e-07,0.9762572787400995,55.1855199999845
Stroke,4,7,Target 7.csv,1923.0769230774633,2.780043705212415e-07,0.9762572787400995,55.1855199999845
Stroke,4,8,Target 8.csv,1923.0769230774633,3.033628987160384e-07,0.9762848758589603,55.1870799999845
Stroke,4,8,Target 8.csv,1923.0769230774633,3.033628987160384e-07,0.9762848758589603,55.1870799999845
Stroke,4,9,Target 9.csv,1923.0769230774633,9.00244951901409e-08,0.9775727414057972,55.25987999998448
Stroke,4,9,Target 9.csv,1923.0769230774633,9.00244951901409e-08,0.9775727414057972,55.25987999998448
Stroke,5,1,Target 1.csv,1923.0769230774633,8.047219990963132e-08,0.9765608470475682,55.20267999998449
Stroke,5,1,Target 1.csv,1923.0769230774633,8.047219990963132e-08,0.9765608470475682,55.20267999998449
Stroke,5,2,Target 2.csv,1923.0769230774633,1.4463801517396778e-06,0.9782534703376967,55.29835999998446
Stroke,5,2,Target 2.csv,1923.0769230774633,1.4463801517396778e-06,0.9782534703376967,55.29835999998446
Stroke,5,3,Target 3.csv,1923.0769230774633,7.749840381546716e-08,0.9768092211173154,55.21671999998449
Stroke,5,3,Target 3.csv,1923.0769230774633,7.749840381546716e-08,0.9768092211173154,55.21671999998449
Stroke,5,4,Target 4.csv,1923.0769230774633,1.4739089125175677e-06,0.9758617200364282,55.1631599999845
Stroke,5,4,Target 4.csv,1923.0769230774633,1.4739089125175677e-06,0.9758617200364282,55.1631599999845
Stroke,5,5,Target 5.csv,1923.0769230774633,9.224034706612675e-07,0.9754937584516177,55.14235999998451
Stroke,5,5,Target 5.csv,1923.0769230774633,9.224034706612675e-07,0.9754937584516177,55.14235999998451
Stroke,5,6,Target 6.csv,1923.0769230774633,3.0068584658159537e-07,0.9763032739382008,55.188119999984494
Stroke,5,6,Target 6.csv,1923.0769230774633,3.0068584658159537e-07,0.9763032739382008,55.188119999984494
Stroke,5,7,Target 7.csv,1923.0769230774633,3.097454583339373e-07,0.9765056528098467,55.199559999984494
Stroke,5,7,Target 7.csv,1923.0769230774633,3.097454583339373e-07,0.9765056528098467,55.199559999984494
Stroke,5,8,Target 8.csv,1923.0769230774633,8.038086625105346e-08,0.9765608470475682,55.20267999998449
Stroke,5,8,Target 8.csv,1923.0769230774633,8.038086625105346e-08,0.9765608470475682,55.20267999998449
Stroke,5,9,Target 9.csv,1923.0769230774633,8.824781748710436e-07,0.9757605306006053,55.157439999984504
Stroke,5,9,Target 9.csv,1923.0769230774633,8.824781748710436e-07,0.9757605306006053,55.157439999984504
Stroke,6,1,Target 1.csv,1923.0769230774633,6.587684692860182e-08,0.9780326933868104,55.285879999984466
Stroke,6,1,Target 1.csv,1923.0769230774633,6.587684692860182e-08,0.9780326933868104,55.285879999984466
Stroke,6,2,Target 2.csv,1923.0769230774633,1.872724594293038e-06,0.9774807510095946,55.254679999984475
Stroke,6,2,Target 2.csv,1923.0769230774633,1.872724594293038e-06,0.9774807510095946,55.254679999984475
Stroke,6,3,Target 3.csv,1923.0769230774633,1.963291043460915e-06,0.9774439548511136,55.252599999984476
Stroke,6,3,Target 3.csv,1923.0769230774633,1.963291043460915e-06,0.9774439548511136,55.252599999984476
Stroke,6,4,Target 4.csv,1923.0769230774633,1.700175509306403e-06,0.9765240508890872,55.20059999998449
Stroke,6,4,Target 4.csv,1923.0769230774633,1.700175509306403e-06,0.9765240508890872,55.20059999998449
Stroke,6,5,Target 5.csv,1923.0769230774633,1.5272590427230617e-07,0.9775359452473161,55.25779999998448
Stroke,6,5,Target 5.csv,1923.0769230774633,1.5272590427230617e-07,0.9775359452473161,55.25779999998448
Stroke,6,6,Target 6.csv,1923.0769230774633,2.9869864529001487e-07,0.9781982760999751,55.29523999998447
Stroke,6,6,Target 6.csv,1923.0769230774633,2.9869864529001487e-07,0.9781982760999751,55.29523999998447
