Group,Subject,Target,File,fs,thr,active_ratio,active_seconds
Healthy,2,9,Target 9.csv,1923.0769230774633,9.212100783979172e-07,0.975751331560985,55.1569199999845
Healthy,2,9,Target 9.csv,1923.0769230774633,9.212100783979172e-07,0.975751331560985,55.1569199999845
Healthy,3,1,Target 1.csv,1923.0769230774633,9.9392915552192e-07,0.9778855087528862,55.27755999998447
Healthy,3,1,Target 1.csv,1923.0769230774633,9.9392915552192e-07,0.9778855087528862,55.27755999998447
Healthy,3,2,Target 2.csv,1923.0769230774633,8.2538439158527e-08,0.976551648007948,55.202159999984495
Healthy,3,2,Target 2.csv,1923.0769230774633,8.2538439158527e-08,0.976551648007948,55.202159999984495
Healthy,3,3,Target 3.csv,1923.0769230774633,2.7917248701189933e-07,0.9760089046703524,55.1714799999845
Healthy,3,3,Target 3.csv,1923.0769230774633,2.7917248701189933e-07,0.9760089046703524,55.1714799999845
Healthy,3,4,Target 4.csv,1923.0769230774633,1.4888787740152505e-06,0.9779866981887091,55.28327999998447
Healthy,3,4,Target 4.csv,1923.0769230774633,1.4888787740152505e-06,0.9779866981887091,55.28327999998447
Healthy,3,5,Target 5.csv,1923.0769230774633,2.0555166276630785e-06,0.9759813075514916,55.1699199999845
Healthy,3,5,Target 5.csv,1923.0769230774633,2.0555166276630785e-06,0.9759813075514916,55.1699199999845
Healthy,3,6,Target 6.csv,1923.0769230774633,9.488991234572748e-07,0.9755029574912379,55.14287999998451
Healthy,3,6,Target 6.csv,1923.0769230774633,9.488991234572748e-07,0.9755029574912379,55.14287999998451
Healthy,3,7,Target 7.csv,1923.0769230774633,9.251099870118872e-07,0.9755213555704785,55.14391999998451
Healthy,3,7,Target 7.csv,1923.0769230774633,9.251099870118872e-07,0.9755213555704785,55.14391999998451
Healthy,3,8,Target 8.csv,1923.0769230774633,1.7108139861673666e-06,0.9779683001094686,55.28223999998447
Healthy,3,8,Target 8.csv,1923.0769230774633,1.7108139861673666e-06,0.9779683001094686,55.28223999998447
Healthy,3,9,Target 9.csv,1923.0769230774633,1.0027211249892884e-06,0.9776555327623796,55.26455999998448
Healthy,3,9,Target 9.csv,1923.0769230774633,1.0027211249892884e-06,0.9776555327623796,55.26455999998448
Healthy,4,1,Target 1.csv,1923.0769230774633,1.4949529450881939e-06,0.9770483961474422,55.230239999984484
Healthy,4,1,Target 1.csv,1923.0769230774633,1.4949529450881939e-06,0.9770483961474422,55.230239999984484
Healthy,4,2,Target 2.csv,1923.0769230774633,1.4260257575591727e-06,0.9758617200364282,55.1631599999845
Healthy,4,2,Target 2.csv,1923.0769230774633,1.4260257575591727e-06,0.9758617200364282,55.1631599999845
Healthy,4,3,Target 3.csv,1923.0769230774633,9.677044861790232e-07,0.9773979596530122,55.24999999998448
Healthy,4,3,Target 3.csv,1923.0769230774633,9.677044861790232e-07,0.9773979596530122,55.24999999998448
Healthy,4,4,Target 4.csv,1923.0769230774633,1.4738046167961672e-07,0.9784558492093426,55.30979999998446
Healthy,4,4,Target 4.csv,1923.0769230774633,1.4738046167961672e-07,0.9784558492093426,55.30979999998446
Healthy,4,5,Target 5.csv,1923.0769230774633,7.426026966598476e-08,0.9787042232790897,55.32383999998446
Healthy,4,5,Target 5.csv,1923.0769230774633,7.426026966598476e-08,0.9787042232790897,55.32383999998446
Healthy,4,6,Target 6.csv,1923.0769230774633,1.5714067661076974e-06,0.9765424489683278,55.201639999984494
Healthy,4,6,Target 6.csv,1923.0769230774633,1.5714067661076974e-06,0.9765424489683278,55.201639999984494
Healthy,4,7,Target 7.csv,1923.0769230774633,7.079966871209701e-08,0.9789709954280773,55.338919999984455
Healthy,4,7,Target 7.csv,1923.0769230774633,7.079966871209701e-08,0.9789709954280773,55.338919999984455
Healthy,4,8,Target 8.csv,1923.0769230774633,2.789279705861065e-07,0.97627567681934,55.186559999984496
Healthy,4,8,Target 8.csv,1923.0769230774633,2.789279705861065e-07,0.97627567681934,55.186559999984496
Healthy,4,9,Target 9.csv,1923.0769230774633,1.466274309428788e-06,0.9777843193170633,55.27183999998447
Healthy,4,9,Target 9.csv,1923.0769230774633,1.466274309428788e-06,0.9777843193170633,55.27183999998447
Healthy,5,1,Target 1.csv,1923.0769230774633,7.757312572881925e-08,0.9785110434470641,55.31291999998446
Healthy,5,1,Target 1.csv,1923.0769230774633,7.757312572881925e-08,0.9785110434470641,55.31291999998446
Healthy,5,2,Target 2.csv,1923.0769230774633,7.838077730641081e-08,0.9787042232790897,55.32383999998446
Healthy,5,2,Target 2.csv,1923.0769230774633,7.838077730641081e-08,0.9787042232790897,55.32383999998446
Healthy,5,3,Target 3.csv,1923.0769230774633,1.0662958391110542e-06,0.9776279356435188,55.26299999998447
Healthy,5,3,Target 3.csv,1923.0769230774633,1.0662958391110542e-06,0.9776279356435188,55.26299999998447
Healthy,5,4,Target 4.csv,1923.0769230774633,1.6591115995412392e-06,0.9755765498082001,55.14703999998451
Healthy,5,4,Target 4.csv,1923.0769230774633,1.6591115995412392e-06,0.9755765498082001,55.14703999998451
Healthy,5,5,Target 5.csv,1923.0769230774633,8.349544542733403e-08,0.9779866981887091,55.28327999998447
Healthy,5,5,Target 5.csv,1923.0769230774633,8.349544542733403e-08,0.9779866981887091,55.28327999998447
Healthy,5,6,Target 6.csv,1923.0769230774633,8.070212863927442e-08,0.9792101704582041,55.35243999998445
Healthy,5,6,Target 6.csv,1923.0769230774633,8.070212863927442e-08,0.9792101704582041,55.35243999998445
Healthy,5,7,Target 7.csv,1923.0769230774633,7.837471515932895e-08,0.976551648007948,55.202159999984495
Healthy,5,7,Target 7.csv,1923.0769230774633,7.837471515932895e-08,0.976551648007948,55.202159999984495
Healthy,5,8,Target 8.csv,1923.0769230774633,7.36884246354719e-08,0.9775267462076959,55.257279999984476
Healthy,5,8,Target 8.csv,1923.0769230774633,7.36884246354719e-08,0.9775267462076959,55.257279999984476
Healthy,5,9,Target 9.csv,1923.0769230774633,1.423507507521412e-06,0.9758433219571877,55.162119999984505
Healthy,5,9,Target 9.csv,1923.0769230774633,1.423507507521412e-06,0.9758433219571877,55.162119999984505
Healthy,6,1,Target 1.csv,1923.0769230774633,8.290624873391284e-07,0.9755305546100987,55.144439999984506
Healthy,6,1,Target 1.csv,1923.0769230774633,8.290624873391284e-07,0.9755305546100987,55.144439999984506
Healthy,6,2,Target 2.csv,1923.0769230774633,9.7961013378717e-07,0.976202084502378,55.1823999999845
Healthy,6,2,Target 2.csv,1923.0769230774633,9.7961013378717e-07,0.976202084502378,55.1823999999845
Healthy,6,3,Target 3.csv,1923.0769230774633,1.7027980577432368e-06,0.977738324118962,55.26923999998447
Healthy,6,3,Target 3.csv,1923.0769230774633,1.7027980577432368e-06,0.977738324118962,55.26923999998447
Healthy,6,4,Target 4.csv,1923.0769230774633,2.553143875950823e-07,0.9782166741792157,55.29627999998446
Healthy,6,4,Target 4.csv,1923.0769230774633,2.553143875950823e-07,0.9782166741792157,55.29627999998446
Healthy,6,5,Target 5.csv,1923.0769230774633,1.0916550788857712e-07,0.9771955807813665,55.23855999998448
Healthy,6,5,Target 5.csv,1923.0769230774633,1.0916550788857712e-07,0.9771955807813665,55.23855999998448
Healthy,6,6,Target 6.csv,1923.0769230774633,8.708928763070085e-07,0.9762480797004792,55.1849999999845
Healthy,6,6,Target 6.csv,1923.0769230774633,8.708928763070085e-07,0.9762480797004792,55.1849999999845
Healthy,6,7,Target 7.csv,1923.0769230774633,7.812328693711547e-06,0.1436571706841977,7.976799999997759
Healthy,6,7,Target 7.csv,1923.0769230774633,7.812328693711547e-06,0.1436571706841977,7.976799999997759
Healthy,6,8,Target 8.csv,1923.0769230774633,7.170206562604806e-08,0.9773059692568096,55.24479999998448
Healthy,6,8,Target 8.csv,1923.0769230774633,7.170206562604806e-08,0.9773059692568096,55.24479999998448
Healthy,6,9,Target 9.csv,1923.0769230774633,7.098271828100864e-08,0.9768184201569357,55.217239999984486
Healthy,6,9,Target 9.csv,1923.0769230774633,7.098271828100864e-08,0.9768184201569357,55.217239999984486
Healthy,7,1,Target 1.csv,1923.0769230774633,1.3583224450827297e-06,0.9777843193170633,55.27183999998447
Healthy,7,1,Target 1.csv,1923.0769230774633,1.3583224450827297e-06,0.9777843193170633,55.27183999998447
Healthy,7,2,Target 2.csv,1923.0769230774633,3.230207836544201e-07,0.9784098540112413,55.30719999998446
Healthy,7,2,Target 2.csv,1923.0769230774633,3.230207836544201e-07,0.9784098540112413,55.30719999998446
Healthy,7,3,Target 3.csv,1923.0769230774633,7.638073821904083e-08,0.9784742472885831,55.31083999998446
Healthy,7,3,Target 3.csv,1923.0769230774633,7.638073821904083e-08,0.9784742472885831,55.31083999998446
Healthy,7,4,Target 4.csv,1923.0769230774633,8.924581217321799e-07,0.9776647318019999,55.26507999998447
Healthy,7,4,Target 4.csv,1923.0769230774633,8.924581217321799e-07,0.9776647318019999,55.26507999998447
Healthy,7,5,Target 5.csv,1923.0769230774633,1.4733673938153934e-06,0.975613345966681,55.14911999998451
Healthy,7,5,Target 5.csv,1923.0769230774633,1.4733673938153934e-06,0.975613345966681,55.14911999998451
Healthy,7,6,Target 6.csv,1923.0769230774633,7.403344301502137e-08,0.9789525973488368,55.33787999998445
Healthy,7,6,Target 6.csv,1923.0769230774633,7.403344301502137e-08,0.9789525973488368,55.33787999998445
Healthy,7,7,Target 7.csv,1923.0769230774633,2.924922505616302e-07,0.9779683001094686,55.28223999998447
Healthy,7,7,Target 7.csv,1923.0769230774633,2.924922505616302e-07,0.9779683001094686,55.28223999998447
Healthy,7,8,Target 8.csv,1923.0769230774633,3.05340237034947e-07,0.978437451130102,55.30875999998446
Healthy,7,8,Target 8.csv,1923.0769230774633,3.05340237034947e-07,0.978437451130102,55.30875999998446
Healthy,7,9,Target 9.csv,1923.0769230774633,8.662064844268923e-07,0.977177182702126,55.237519999984485
Healthy,7,9,Target 9.csv,1923.0769230774633,8.662064844268923e-07,0.977177182702126,55.237519999984485
Healthy,8,1,Target 1.csv,1923.0769230774633,7.079303451010261e-08,0.9775359452473161,55.25779999998448
Healthy,8,1,Target 1.csv,1923.0769230774633,7.079303451010261e-08,0.9775359452473161,55.25779999998448
Healthy,8,2,Target 2.csv,1923.0769230774633,1.5044024739126671e-06,0.9770299980682017,55.22919999998449
Healthy,8,2,Target 2.csv,1923.0769230774633,1.5044024739126671e-06,0.9770299980682017,55.22919999998449
Healthy,8,3,Target 3.csv,1923.0769230774633,1.1238979255328764e-06,0.9778579116340254,55.27599999998447
Healthy,8,3,Target 3.csv,1923.0769230774633,1.1238979255328764e-06,0.9778579116340254,55.27599999998447
Healthy,8,4,Target 4.csv,1923.0769230774633,9.792455944314152e-07,0.9771587846228854,55.23647999998448
Healthy,8,4,Target 4.csv,1923.0769230774633,9.792455944314152e-07,0.9771587846228854,55.23647999998448
Healthy,8,5,Target 5.csv,1923.0769230774633,1.7135574418214198e-06,0.9772599740587082,55.24219999998448
Healthy,8,5,Target 5.csv,1923.0769230774633,1.7135574418214198e-06,0.9772599740587082,55.24219999998448
Healthy,8,6,Target 6.csv,1923.0769230774633,2.8393722648051404e-07,0.976763225919214,55.21411999998449
Healthy,8,6,Target 6.csv,1923.0769230774633,2.8393722648051404e-07,0.976763225919214,55.21411999998449
Healthy,8,7,Target 7.csv,1923.0769230774633,1.4943215811118654e-06,0.976551648007948,55.202159999984495
Healthy,8,7,Target 7.csv,1923.0769230774633,1.4943215811118654e-06,0.976551648007948,55.202159999984495
Healthy,8,8,Target 8.csv,1923.0769230774633,7.805866829624449e-08,0.9792377675770649,55.35399999998445
Healthy,8,8,Target 8.csv,1923.0769230774633,7.805866829624449e-08,0.9792377675770649,55.35399999998445
Healthy,8,9,Target 9.csv,1923.0769230774633,1.7148140860188117e-06,0.9772691730983285,55.24271999998448
Healthy,8,9,Target 9.csv,1923.0769230774633,1.7148140860188117e-06,0.9772691730983285,55.24271999998448
Healthy,9,1,Target 1.csv,1923.0769230774633,3.234970127843012e-06,0.9754569622931366,55.14027999998451
Healthy,9,1,Target 1.csv,1923.0769230774633,3.234970127843012e-06,0.9754569622931366,55.14027999998451
Healthy,9,2,Target 2.csv,1923.0769230774633,1.6435227448965437e-07,0.9762848758589603,55.1870799999845
Healthy,9,2,Target 2.csv,1923.0769230774633,1.6435227448965437e-07,0.9762848758589603,55.1870799999845
Healthy,9,3,Target 3.csv,1923.0769230774633,2.945841615693431e-05,0.17525425633533742,9.731279999997266
Healthy,9,3,Target 3.csv,1923.0769230774633,2.945841615693431e-05,0.17525425633533742,9.731279999997266
Healthy,9,4,Target 4.csv,1923.0769230774633,1.8589141211822655e-07,0.9784098540112413,55.30719999998446
Healthy,9,4,Target 4.csv,1923.0769230774633,1.8589141211822655e-07,0.9784098540112413,55.30719999998446
Healthy,9,5,Target 5.csv,1923.0769230774633,2.8375079064292755e-06,0.9766620364833911,55.20839999998449
Healthy,9,5,Target 5.csv,1923.0769230774633,2.8375079064292755e-06,0.9766620364833911,55.20839999998449
Healthy,9,6,Target 6.csv,1923.0769230774633,1.5005003902325925e-06,0.9766436384041506,55.20735999998449
Healthy,9,6,Target 6.csv,1923.0769230774633,1.5005003902325925e-06,0.9766436384041506,55.20735999998449
Healthy,9,7,Target 7.csv,1923.0769230774633,3.388014893280424e-06,0.9754477632535163,55.13975999998451
Healthy,9,7,Target 7.csv,1923.0769230774633,3.388014893280424e-06,0.9754477632535163,55.13975999998451
Healthy,9,8,Target 8.csv,1923.0769230774633,1.7141748107162948e-07,0.9762112835419983,55.1829199999845
Healthy,9,8,Target 8.csv,1923.0769230774633,1.7141748107162948e-07,0.9762112835419983,55.1829199999845
Healthy,9,9,Target 9.csv,1923.0769230774633,4.118629115217054e-06,0.977075993266303,55.23179999998448
Healthy,9,9,Target 9.csv,1923.0769230774633,4.118629115217054e-06,0.977075993266303,55.23179999998448
Stroke,1,1,Target 1.csv,1923.0769230774633,2.969748152785905e-07,0.9777199260397215,55.268199999984475
Stroke,1,1,Target 1.csv,1923.0769230774633,2.969748152785905e-07,0.9777199260397215,55.268199999984475
Stroke,1,2,Target 2.csv,1923.0769230774633,8.258104830956755e-08,0.9767540268795938,55.21359999998449
Stroke,1,2,Target 2.csv,1923.0769230774633,8.258104830956755e-08,0.9767540268795938,55.21359999998449
Stroke,1,3,Target 3.csv,1923.0769230774633,7.633843020903425e-08,0.976588444166429,55.204239999984495
Stroke,1,3,Target 3.csv,1923.0769230774633,7.633843020903425e-08,0.976588444166429,55.204239999984495
Stroke,1,4,Target 4.csv,1923.0769230774633,8.260747140386455e-08,0.977738324118962,55.26923999998447
Stroke,1,4,Target 4.csv,1923.0769230774633,8.260747140386455e-08,0.977738324118962,55.26923999998447
Stroke,1,5,Target 5.csv,1923.0769230774633,1.3560059442024992e-07,0.9770943913455435,55.232839999984485
Stroke,1,5,Target 5.csv,1923.0769230774633,1.3560059442024992e-07,0.9770943913455435,55.232839999984485
Stroke,1,6,Target 6.csv,1923.0769230774633,1.4756095322746813e-07,0.9783362616942791,55.30303999998446
Stroke,1,6,Target 6.csv,1923.0769230774633,1.4756095322746813e-07,0.9783362616942791,55.30303999998446
Stroke,1,7,Target 7.csv,1923.0769230774633,1.641988223155319e-06,0.9755765498082001,55.14703999998451
Stroke,1,7,Target 7.csv,1923.0769230774633,1.641988223155319e-06,0.9755765498082001,55.14703999998451
Stroke,1,8,Target 8.csv,1923.0769230774633,7.174204827777921e-08,0.9782350722584562,55.29731999998447
Stroke,1,8,Target 8.csv,1923.0769230774633,7.174204827777921e-08,0.9782350722584562,55.29731999998447
Stroke,1,9,Target 9.csv,1923.0769230774633,1.5251442708961269e-06,0.9774715519699744,55.25415999998448
Stroke,1,9,Target 9.csv,1923.0769230774633,1.5251442708961269e-06,0.9774715519699744,55.25415999998448
Stroke,10,1,target 1.csv,1923.0769230774633,3.8710047524893197e-07,0.9771587846228854,55.23647999998448
Stroke,10,1,target 1.csv,1923.0769230774633,3.8710047524893197e-07,0.9771587846228854,55.23647999998448
Stroke,10,2,target 2.csv,1923.0769230774633,1.7426258460660861e-06,0.9763032739382008,55.188119999984494
Stroke,10,2,target 2.csv,1923.0769230774633,1.7426258460660861e-06,0.9763032739382008,55.188119999984494
Stroke,10,3,target 3.csv,1923.0769230774633,1.4374636543788858e-06,0.9765976432060492,55.20475999998449
Stroke,10,3,target 3.csv,1923.0769230774633,1.4374636543788858e-06,0.9765976432060492,55.20475999998449
Stroke,10,4,target 4.csv,1923.0769230774633,3.1323093649184457e-07,0.977177182702126,55.237519999984485
Stroke,10,4,target 4.csv,1923.0769230774633,3.1323093649184457e-07,0.977177182702126,55.237519999984485
Stroke,10,5,target 5.csv,1923.0769230774633,1.3830139595516476e-06,0.9780142953075699,55.28483999998447
Stroke,10,5,target 5.csv,1923.0769230774633,1.3830139595516476e-06,0.9780142953075699,55.28483999998447
Stroke,10,6,target 6.csv,1923.0769230774633,9.173260095880231e-07,0.975751331560985,55.1569199999845
Stroke,10,6,target 6.csv,1923.0769230774633,9.173260095880231e-07,0.975751331560985,55.1569199999845
Stroke,10,7,target 7.csv,1923.0769230774633,1.4056784480716087e-06,0.9780234943471902,55.28535999998447
Stroke,10,7,target 7.csv,1923.0769230774633,1.4056784480716087e-06,0.9780234943471902,55.28535999998447
Stroke,10,8,target 8.csv,1923.0769230774633,3.1828444885616465e-07,0.9784098540112413,55.30719999998446
Stroke,10,8,target 8.csv,1923.0769230774633,3.1828444885616465e-07,0.9784098540112413,55.30719999998446
Stroke,10,9,target 9.csv,1923.0769230774633,1.3327514120822464e-06,0.9761100941061753,55.1771999999845
Stroke,10,9,target 9.csv,1923.0769230774633,1.3327514120822464e-06,0.9761100941061753,55.1771999999845
Stroke,11,1,Target 1.csv,1923.0769230774633,1.8383367027734423e-06,0.9759997056307321,55.170959999984504
Stroke,11,1,Target 1.csv,1923.0769230774633,1.8383367027734423e-06,0.9759997056307321,55.170959999984504
Stroke,11,2,Target 2.csv,1923.0769230774633,2.2969225244854083e-06,0.961446824951475,54.34831999998473
Stroke,11,2,Target 2.csv,1923.0769230774633,2.2969225244854083e-06,0.961446824951475,54.34831999998473
Stroke,11,3,Target 3.csv,1923.0769230774633,1.4828911267905694e-07,0.976551648007948,55.202159999984495
